时间(s),电流(mA)
36.3381,158.08
36.3638,157.353
36.3894,157.547
36.4151,157.915
36.4407,157.925
36.4664,157.696
36.4921,158.181
36.5178,157.717
36.5434,157.733
36.5691,157.917
36.5948,157.254
36.6204,158.669
36.6461,156.803
36.6718,158.243
36.6974,157.408
36.7231,158.296
36.7488,157.273
36.7745,158.147
36.8001,156.83
36.8258,158.424
36.8515,156.385
36.8771,158.611
36.9028,156.836
36.9284,158.182
36.9541,156.698
36.9798,155.73540000000003
37.0054,156.87220000000002
37.0311,156.2466
37.0567,156.973
37.0824,157.268
37.108,156.724
37.1337,157.377
37.1594,156.235
37.185,157.601
37.2107,156.442
37.2364,158.009
37.262,156.464
37.2877,156.778
37.3134,156.574
37.339,157.947
37.3647,156.725
37.3904,157.395
37.416,157.452
37.4417,157.053
37.4674,157.259
37.493,156.98
37.5187,157.561
37.5444,157.239
37.57,157.372
37.5957,157.284
37.6214,158.035
37.647,156.92
37.6727,158.361
37.6984,156.451
37.724,158.638
37.7497,156.964
37.7753,158.329
37.801,157.353
37.8267,158.229
37.8523,156.779
37.878,157.798
37.9037,156.221
37.9293,158.636
37.955,156.487
37.9807,158.391
38.0063,156.924
38.032,158.141
38.0577,157.102
38.0833,157.794
38.109,157.207
38.1346,158.239
38.1603,156.754
38.186,158.119
38.2116,157.17
38.2373,158.172
38.2629,157.443
38.2886,157.249
38.3143,157.72
38.3399,157.591
38.3656,156.928
38.3913,156.856
38.4169,157.998
38.4426,157.197
38.4682,157.765
38.4939,157.292
38.5196,158.043
38.5452,157.55
38.5709,157.832
38.5966,157.134
38.6222,158.904
38.6479,156.594
38.6736,158.165
38.6992,156.354
38.7249,158.314
38.7505,157.114
38.7762,157.865
38.8019,156.608
38.8275,158.654
38.8532,156.783
38.8788,158.421
38.9045,156.236
38.9302,157.951
38.9558,156.711
38.9815,158.316
39.0071,156.997
39.0328,158.792
39.0585,156.935
39.0841,157.753
39.1098,157.321
39.1355,157.895
39.1611,157.358
39.1868,157.686
39.2124,157.188
39.2381,158.23
39.2638,157.353
39.2894,157.577
39.3151,157.878
39.3408,157.445
39.3664,158.197
39.3921,157.195
39.4177,158.189
39.4434,157.612
39.4691,157.853
39.4947,156.73560000000003
39.5204,156.86960000000002
39.5461,157.907
39.5717,157.745
39.5974,157.443
39.623,157.9
39.6487,156.293
39.6743,157.37
39.7,156.321
39.7257,157.498
39.7513,156.678
39.777,157.793
39.8027,156.1
39.8283,158.474
39.854,156.171
39.8797,157.878
39.9053,156.611
39.931,157.889
39.9566,156.874
39.9823,157.402
40.008,156.541
40.0336,157.674
40.0593,157.349
40.085,157.467
40.1106,157.147
40.1363,157.96
40.162,156.976
40.1876,157.898
40.2133,157.213
40.2389,157.664
40.2646,157.344
40.2903,156.783
40.3159,158.031
40.3416,157.195
40.3672,157.447
40.3929,156.847
40.4186,157.655
40.4442,157.441
40.4699,157.654
40.4956,156.878
40.5212,158.573
40.5469,156.605
40.5726,158.262
40.5982,156.33
40.6239,158.377
40.6496,157.222
40.6752,157.972
40.7009,156.558
40.7265,158.298
40.7522,156.843
40.7779,158.701
40.8035,156.391
40.8292,158.569
40.8548,156.985
40.8805,157.809
40.9062,157.316
40.9318,158.172
