时间(s),电流(mA)
39.629,157.739
39.6547,158.759
39.6804,157.391
39.706,159.264
39.7317,157.197
39.7573,159.352
39.783,156.911
39.8087,158.856
39.8343,157.487
39.86,158.562
39.8856,156.985
39.9113,158.793
39.937,157.785
39.9626,158.626
39.9883,157.697
40.014,158.68
40.0396,158.194
40.0653,158.894
40.091,157.561
40.1166,158.881
40.1423,158.043
40.168,158.362
40.1936,158.599
40.2193,158.079
40.245,156.5712
40.2706,156.98160000000001
40.2963,157.725
40.3219,158.192
40.3476,157.828
40.3733,157.472
40.3989,157.64
40.4246,156.974
40.4503,158.466
40.4759,156.537
40.5016,158.037
40.5272,157.285
40.5529,158.395
40.5786,157.301
40.6042,158.053
